Source:,http://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/Search Records.csv,,,,,,,,,,,,,,,,
Hazard ID,File ID,Archived Record Key,LUST Event ID,CS or LUST,Site Name,Address,City,Borough,State,Zip Code,Status,Staff,Landowner,Site Type,Latitude,Longitude,Horizontal Datum
2393,2100.38.158,1.99521E+12,,CSP,Alano Club of Anchorage,3103 Spenard Road,Anchorage,Anchorage,AK,99503,Cleanup Complete, IC Unit,"Alano Club of Anchorage, Inc.",Commercial/Retail/Office ,61.192198,-149.904779,WGS84
2565,2100.38.174,1.99621E+12,,CSP,SBA Vacant Warehouses (former),1201 A Street,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Municipality of Anchorage,Commercial/Retail/Office ,61.21091,-149.882907,WGS84
2568,2100.38.164,1.99621E+12,,CSP,Commerce  Building,509 West 3rd Avenue,Anchorage,Anchorage,AK,99501,Cleanup Complete, IC Unit,,Commercial/Retail/Office ,61.219978,-149.891585,NAD83
2596,2265.38.013,1.99622E+12,,CSP,ADOT&PF Mile 38.6 Parks Highway,Mile 36.8 Parks Highway,Wasilla,Matanuska Susitna,AK,99687,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,61.56218,-149.286015,WGS84
2650,102.38.105,1.99631E+12,,CSP,Fairbanks Athletic Club North,150 Eagle Avenue,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, IC Unit,,Commercial/Retail/Office ,64.845228,-147.700309,WGS84
2695,1513.38.037,1.99711E+12,,CSP,Garrison-Stone Partnership,383 South Franklin Street,Juneau,Juneau,AK,99801,Cleanup Complete, IC Unit,,Commercial/Retail/Office ,58.29781,-134.401947,WGS84
2796,2258.38.006,1.99722E+12,,CSP,MTA Talkeetna Central Office,13483 East Second Avenue,Talkeetna,Matanuska Susitna,AK,99676,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,62.3212,-150.1111,Unknown
2914,100.38.256,1.99731E+12,,CSP,Commercial Property - 2355 Hill Road,2355 Hill Road (fka 2055 Hill Road),Fairbanks,Fairbanks North Star,AK,99709,Cleanup Complete, No Longer Assigned,Rohn & Christine Abbott,Commercial/Retail/Office ,64.826165,-147.792229,NAD27
3013,2100.38.091,1.99821E+12,,CSP,Debenham Investments Building,5333 Fairbanks Street,Anchorage,Anchorage,AK,99518,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,61.172111,-149.872972,
3136,1516.38.003,1.99913E+12,,CSP,AT&T Alascom Ketchikan Toll Center,2900 Tongass Ave between,Ketchikan,Ketchikan Gateway,AK,99901,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,55.353889,-131.6825,
3175,2226.38.004,1.99922E+12,,CSP,ADNR Goose Bay Nike Admin. & Prison Site ,Next to Goose Bay Airstrp,Big Lake,Matanuska Susitna,AK,99652,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,61.39625,-149.855531,WGS84
3222,100.38.158,1.99931E+12,,CSP,Santa Claus House Spill,518 Santa Claus Lane,North Pole,Fairbanks North Star,AK,99705,Cleanup Complete, IC Unit,,Commercial/Retail/Office ,64.750309,-147.352104,NAD83
3271,1513.38.034,2.00011E+12,,CSP,Goldstein Building,201 Seward Street,Juneau,Juneau,AK,99801,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,58.3013,-134.408,NAD83
3313,2100.38.080,2.00021E+12,,CSP,"Lowe's HIW, Inc.",10900 Old Seward Highway,Anchorage,Anchorage,AK,99515,Cleanup Complete, IC Unit,"Lowe's HIW, Incorporated",Commercial/Retail/Office ,61.121444,-149.867139,NAD27
3662,102.38.102,2.00031E+12,,CSP,MacCheyne Carpet Store,2060 Peger Road,Fairbanks,Fairbanks North Star,AK,99709,Cleanup Complete, IC Unit,,Commercial/Retail/Office ,64.828922,-147.776795,
3714,1513.38.002,2.00111E+12,,CSP,Juneau Former AMHS Building,1591 Glacier Highway,Juneau,Juneau,AK,99801,Cleanup Complete, IC Unit,,Commercial/Retail/Office ,58.304038,-134.426732,WGS84
3722,1525.38.005,2.00112E+12,,CSP,Charcoal Island HOT USTs,Charcoal and Alice Islands,Sitka,Sitka,AK,99835,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,57.047556,-135.347472,NAD83
3791,2569.38.012,2.00125E+12,,CSP,Charlie's Sport Shop,1 Riverfront Way,King Salmon,Bristol Bay,AK,99613,Cleanup Complete, No Longer Assigned,John and Dorothy Ingram,Commercial/Retail/Office ,58.674327,-156.659468,WGS84
3817,102.38.117,2.00131E+12,,CSP,ARRC Fairbanks HOT (formerly  Midnight Sun),1115 Phillips Field Road,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,64.848333,-147.728333,
3856,1513.38.064,2.00211E+12,,CSP,Shepherd of the Valley Church HOT,4212  Mendenhall Loop Road,Juneau,Juneau,AK,99801,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,58.3947,-134.5618,WGS84
3917,2100.38.069,2.00221E+12,,CSP,Mt. McKinley Professional Building,733 West 4th Avenue,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,WBC Real Estate Investment Fund #1,Commercial/Retail/Office ,61.219444,-149.894167,
3925,2245.38.012,2.00222E+12,,CSP,MEA Palmer Headquarters,163 East Industrial Way,Palmer,Matanuska Susitna,AK,99645,Cleanup Complete, IC Unit,,Commercial/Retail/Office ,61.593056,-149.114167,
3966,410.38.017,2.00232E+12,,CSP,ADOT&PF Troopers Bldg Kotzebue,SW Area of 3rd Avenue,Kotzebue,Northwest Arctic,AK,99752,Cleanup Complete, No Longer Assigned,ADOT&PF - Fairbanks,Commercial/Retail/Office ,66.892874,-162.604592,WGS84
3996,2100.38.387,2.00321E+12,,CSP,Columbus Distributing - King Street,9250 & 9224 King Street,Anchorage,Anchorage,AK,99515,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,61.137778,-149.877778,
4075,2100.38.435,2.00421E+12,,CSP,Contech Construction Products Inc.,111 West 100th Avenue,Anchorage,Anchorage,AK,99515,Cleanup Complete, No Longer Assigned,AEL Anchorage LLC,Commercial/Retail/Office ,61.1313,-149.8798,NAD83
4082,2100.38.450,2.00421E+12,,CSP,Sadler's Home Furnishings,161 South Klevin Street,Anchorage,Anchorage,AK,99508,Cleanup Complete, IC Unit,Klevin Street Partnership,Commercial/Retail/Office ,61.225,-149.8025,NAD27
4090,2245.38.024,2.00422E+12,,CSP,Maud Road Heating Oil Tank,16900 East Maud Road,Palmer,Matanuska Susitna,AK,99645,Cleanup Complete, No Longer Assigned,Alaska Corporation of Seventh-Day Adventists,Commercial/Retail/Office ,61.5843,-149.0246,NAD83
4118,2107.38.018,2.00521E+12,,CSP,Eagle River Shopping Center,11401 Old Glenn Highway,Eagle River,Anchorage,AK,99577,Cleanup Complete, IC Unit,,Commercial/Retail/Office ,61.323889,-149.5675,NAD27
4241,2100.38.468,2.00621E+12,,CSP,Z. J. Loussac Public Library,3600 Denali Street,Anchorage,Anchorage,AK,99503,Cleanup Complete, No Longer Assigned,Municipality of Anchorage - Real Estate Services,Commercial/Retail/Office ,61.187222,-149.8775,NAD83
4264,2245.38.027,2.00622E+12,,CSP,Arctic Structures LLC,200 East Commercial Drive,Palmer,Matanuska Susitna,AK,99645,Cleanup Complete, No Longer Assigned,Peak Oilfield Service Co. LLC,Commercial/Retail/Office ,61.588333,-149.117222,NAD83
4307,100.38.203,2.00531E+12,,CSP,Doyon Properties Tax Lot 1524,~2.6 Mile Old Richardson Highway,North Pole,Fairbanks North Star,AK,99705,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,64.73574,-147.33678,NAD83
4359,2100.38.480,2.00621E+12,,CSP,Rust's Flying Service Jet-A AST Release,4525 Enstram Circle on Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete,Wendy Hansen,ADOT&PF - Anchorage,Commercial/Retail/Office ,61.17898,-149.97048,NAD83
4389,1513.38.071,2.00711E+12,,CSP,USFS Duck Creek Administration,NW Corner of Atlin Drive & Teslin Street,Juneau,Juneau,AK,99801,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,58.3719,-134.58158,NAD83
4416,2332.38.033,2.00623E+12,,CSP,ARRC Henderlong Building Seward,Seward Lease 7379 Port Avenue,Seward,Kenai Peninsula,AK,99664,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,60.123961,-149.4228,WGS84
4448,1513.38.073,2.00611E+12,,CSP,Mendenhall Mall HOTs,9105 Mendenhall Mall Road,Juneau,Juneau,AK,99801,Cleanup Complete, No Longer Assigned,"Glacier Village Supermarket, Inc.",Commercial/Retail/Office ,58.37146,-134.58938,NAD83
4450,1526.38.014,2.00711E+12,,CSP,Alaska Liquor Store HOT,290 2nd Avenue,Skagway,Skagway Yakutat Ango,AK,99840,Cleanup Complete, No Longer Assigned,,Commercial/Retail/Office ,59.45374,-135.31883,NAD83
22939,No file num,199325X025651,717,LUST,Alaska Commercial - Margaret Bay,Margaret Bay Subdivision; ,Unalaska,Aleutian Islands,AK,99685,Cleanup Complete, No Longer Assigned,Ounalashka Corporation,Commercial/Retail/Office ,53.883611,-166.553056,NAD83
23023,2100.26.275,1.99821E+12,2763,LUST,"Thrifty Car Rental, 1000 gallon used oil UST 1",3730 Spenard Road,Anchorage,Anchorage,AK,99517,Cleanup Complete, No Longer Assigned,Floyd & Sons Inc,Commercial/Retail/Office ,61.187039,-149.914682,WGS84
23044,2245.26.013,2.00022E+12,2967,LUST,City of Palmer Public Safety Building,423 South Valley Way,Palmer,Matanuska Susitna,AK,99645,Cleanup Complete, IC Unit,City Of Palmer,Commercial/Retail/Office ,61.602398,-149.111277,NAD83
23055,105.26.031,2.00131E+12,2796,LUST,UAF - Arctic Health Building,901 Koyukuk,Fairbanks,Fairbanks North Star,AK,99709,Cleanup Complete, IC Unit,University of Alaska - Fairbanks,Commercial/Retail/Office ,64.8586,-147.8464,NAD83
23066,1513.26.073, ,2856,LUST,Channel Marina Inc Juneau,2551 Channel Drive,Juneau,Juneau,AK,99801,Cleanup Complete, No Longer Assigned,Channel Marine Inc.,Commercial/Retail/Office ,58.32383,-134.459782,NAD83
23094,2100.26.118,1.99121E+12,2907,LUST,Alyeska Building 1815 S. Bragaw 1500 gallon tank,1815 S. Bragaw,Anchorage,Anchorage,AK,99512,Cleanup Complete, No Longer Assigned,Alyeska Pipeline Service Co.,Commercial/Retail/Office ,61.204098,-149.807977,NAD83
23099,2100.26.545,200821xx21201,3064,LUST,Scientific Fisheries,6100 A Street,Anchorage,Anchorage,AK,99518,Cleanup Complete, No Longer Assigned,John & Linda Luberger,Commercial/Retail/Office ,61.165715,-149.882269,NAD83
23104,2268.26.006,1.99122E+12,3049,LUST,Former Willow Cache Realty,31031 West Parks Highway,Willow,Matanuska Susitna,AK,99688,Cleanup Complete, No Longer Assigned,Margaret M. Plunkett,Commercial/Retail/Office ,61.7356,-150.0382,WGS84
23144,2100.26.555,None,3067,LUST,Pacific Movers,2510 North Post Road,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Denali Group,Commercial/Retail/Office ,61.229909,-149.834,NAD83
23165,2100.26.519,1.99221E+12,2569,LUST,Viking Freight,6800 Arctic Blvd,Anchorage,Anchorage,AK,99518,Cleanup Complete, No Longer Assigned,Viking Freight,Commercial/Retail/Office ,61.158785,-149.893358,WGS84
23197,2100.26.481,1.99121E+12,2504,LUST,USKH Building 1000 gal and 1500 gal Gasoline USTs,2515 A Street,Anchorage,Anchorage,AK,99503,Cleanup Complete, No Longer Assigned,U.S.K.H.,Commercial/Retail/Office ,61.196998,-149.882077,NAD83
23331,1525.26.020,1.99812E+12,2406,LUST,Avis Rent A Car -Sitka,Airport Road; Municipal Airport,Sitka,Sitka,AK,99835,Cleanup Complete, No Longer Assigned,"Alaska Rent A Car, Inc.",Commercial/Retail/Office ,57.0521,-135.3633,WGS84
23375,2100.26.119,2.00321E+12,2909,LUST,"Alyeska Building 1815 South Bragaw, 3000 gallon diesel tank",1815 South Bragaw,Anchorage,Anchorage,AK,99519,Cleanup Complete, No Longer Assigned,Alyeska Pipeline Service Co.,Commercial/Retail/Office ,61.204098,-149.807977,NAD83
23524,2265.26.012,1.99422E+12,797,LUST,Valley Country Store I,Mi. 4 Bogard Rd.;  (4891 E. Stoney Hollow Drive),Wasilla,Matanuska Susitna,AK,99687,Cleanup Complete, IC Unit,"Valley Country Store, LLC",Commercial/Retail/Office ,61.611662,-149.331824,NAD83
23525,2245.26.005.02,1.99422E+12,798,LUST,B-J's Services Tank #4,932 South Colony Way,Palmer,Matanuska Susitna,AK,99645,Cleanup Complete, No Longer Assigned,B-J's Services Inc. d.b.a. Jenski Automotive,Commercial/Retail/Office ,61.59788,-149.11586,NAD83
23526,2245.26.005.01,1.99422E+12,799,LUST,B-J's Services Tanks #1 & #2,932 South Colony Way,Palmer,Matanuska Susitna,AK,99645,Cleanup Complete, No Longer Assigned,B-J's Services Inc. d.b.a. Jenski Automotive,Commercial/Retail/Office ,61.597758,-149.11582,NAD83
23610,2100.26.359,1.98921E+12,82,LUST,Consolidated Freightways USTs 1 & 2,801 W. 1st Ave.; ,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Denali Fuel Company,Commercial/Retail/Office ,61.221192,-149.900435,WGS84
23627,2100.26.156,1.99321E+12,376,LUST,Alamo Rent-A-Car Incorporated,4880 W. 50th Ave.; ,Anchorage,Anchorage,AK,99502,Cleanup Complete, IC Unit,State of Alaska - ADOTPF DES-Design / Engineering Svcs,Commercial/Retail/Office ,61.17589,-149.971079,NAD83
23628,2100.26.491,1.99321E+12,377,LUST,Coastal Tire,6321 A Street; ,Anchorage,Anchorage,AK,99518,Cleanup Complete, No Longer Assigned,Clifton Ody Tweedy,Commercial/Retail/Office ,61.163004,-149.88103,WGS84
23643,2100.26.508,1.99321E+12,364,LUST,Alaska USA Federal Credit Union,777 Juneau St.; ,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Alaska USA Federal Credit Union,Commercial/Retail/Office ,61.214961,-149.864228,WGS84
23645,L55.163,1.99221E+12,313,LUST,House of Harley,4334 Spenard Rd.; ,Anchorage,Anchorage,AK,99517,Cleanup Complete, No Longer Assigned,Barry Matteson,Commercial/Retail/Office ,61.182268,-149.933397,NAD83
23647,2100.26.427,1.99221E+12,316,LUST,Carlile Trucking,1519 Ship Ave.; ,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Carlile Enterprises Inc.,Commercial/Retail/Office ,61.223752,-149.854143,WGS84
23662,L55.61,1.99321E+12,355,LUST,Hanaman Warehouse,5801 Silverado Way; ,Anchorage,Anchorage,AK,99518,Cleanup Complete, No Longer Assigned,Geophysical Service Inc.,Commercial/Retail/Office ,61.167505,-149.88829,
23665,2100.26.471,1.99321E+12,358,LUST,B & H Properties Warehouse,852 West International Airport Road,Anchorage,Anchorage,AK,99518,Cleanup Complete, No Longer Assigned,Pete Bowdish,Commercial/Retail/Office ,61.173138,-149.900042,WGS84
23668,L55.169,1.99321E+12,361,LUST,Enstar Natural Gas Company Building,401 E. International  Airport Rd,Anchorage,Anchorage,AK,99518,Cleanup Complete, No Longer Assigned,ENSTAR Natural Gas Company,Commercial/Retail/Office ,61.173827,-149.877747,WGS84
23678,2100.26.429,1.99321E+12,367,LUST,Aeromap/Air Photo Station,2014 Merrill Field Dr.; ,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,"Air Photo Tech, Inc.",Commercial/Retail/Office ,61.21369,-149.842513,WGS84
23691,2100.26.350,1.99421E+12,416,LUST,United Parcel Service,6441 South Airpark Drive,Anchorage,Anchorage,AK,99502,Cleanup Complete, No Longer Assigned,Lynden Transport,Commercial/Retail/Office ,61.1631,-149.986142,WGS84
23696,2100.26.282,1.99421E+12,425,LUST,Alaskan Paint Manufacturing Company,2040 Spar Avenue; ,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,"Alaskan Paint Mfg., Co. Inc.",Commercial/Retail/Office ,61.222244,-149.842341,WGS84
23698,2100.26.527,1.99421E+12,424,LUST,Favco Incorporated,1205 West 29th Avenue; ,Anchorage,Anchorage,AK,99503,Cleanup Complete, No Longer Assigned,"FAVCO, Inc.",Commercial/Retail/Office ,61.194128,-149.906502,WGS84
23708,2100.26.164,1.99621E+12,465,LUST,Quik Lube - Brayton Drive (formerly),6407 Brayton Drive,Anchorage,Anchorage,AK,99507,Cleanup Complete, No Longer Assigned,John W. Pastos & Robert J. Zorick,Commercial/Retail/Office ,61.162514,-149.854699,NAD83
23724,2100.26.544,1.99621E+12,474,LUST,First National Bank of Anchorage Data Center,1751 Gambell St.; ,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,First National Bank Alaska ,Commercial/Retail/Office ,61.20525,-149.868681,WGS84
23747,2100.26.262,1.99421E+12,391,LUST,Arctic Warehouse,2503 Arctic Blvd.; ,Anchorage,Anchorage,AK,99503,Cleanup Complete, No Longer Assigned,Bert Smith,Commercial/Retail/Office ,61.197504,-149.897402,WGS84
23790,2601.26.031,1.99125E+12,1599,LUST,Kodiak Sanitation,1617 Mill Bay RD,Kodiak,Kodiak Island,AK,99615,Cleanup Complete, IC Unit,"Kodiak Sanitation, Inc.",Commercial/Retail/Office ,57.800472,-152.382009,
23818,2100.26.203,1.98921E+12,92,LUST,B & B Tool Supply Incorporated,1100 E. 3rd Ave.; ,Anchorage,Anchorage,AK,99501,Cleanup Complete, IC Unit,Go Invest. Dab B&B Tool Supply,Commercial/Retail/Office ,61.219278,-149.862313,NAD83
23843,2100.26.300,1.99021E+12,134,LUST,MOA - Alaska Center for the Performing Arts,621 W. 6th Ave.; ,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Municipality of Anchorage,Commercial/Retail/Office ,61.216758,-149.894316,NAD83
23853,No file num,1.99021E+12,142,LUST,Suburban Propane Sales -Rampart Dr.,3107 Rampart Dr.; ,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Fred Walatka,Commercial/Retail/Office ,61.223134,-149.821835,WGS84
23882,2100.26.205,1.99021E+12,207,LUST,Pizza Hut Administrative Offices,210 Center Court,Anchorage,Anchorage,AK,99518,Cleanup Complete, No Longer Assigned,Kurani Kurban,Commercial/Retail/Office ,61.168424,-149.883235,NAD83
23884,2100.26.488,1.99021E+12,192,LUST,Alaska Sightseeing Tours Incorporated,349 Wrangell St.; ,Anchorage,Anchorage,AK,99501,Cleanup Complete, IC Unit,"Alaska Sightseeing Tours, Inc.",Commercial/Retail/Office ,61.21895,-149.837698,NAD83
23901,2100.26.535,1.99021E+12,204,LUST,Alaska Industrial Development Association (AIDA) -,2121 Abbott Rd.; ,Anchorage,Anchorage,AK,99507,Cleanup Complete, No Longer Assigned,Aidea,Commercial/Retail/Office ,61.137877,-149.842227,NAD83
23907,2100.26.396,1.99121E+12,236,LUST,Alaska Sales & Service Truck Center,1345 E. 5th Ave.; ,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Alaska Sales & Service Inc. Attn: Controller,Commercial/Retail/Office ,61.215384,-149.857533,WGS84
23971,2100.26.149,1.99221E+12,340,LUST,Pepsi Cola Warehouse,521 East 104th Avenue,Anchorage,Anchorage,AK,99515,Cleanup Complete, No Longer Assigned,Pepsi Bottling Group,Commercial/Retail/Office ,61.12854,-149.87184,NAD83
23989,2100.26.337,1.99321E+12,352,LUST,Alaska Court System - State of Alaska Court House,825 W. 4th Ave.,Anchorage,Anchorage,AK,99501,Cleanup Complete, IC Unit,State Of Alaska - Alaska Court System,Commercial/Retail/Office ,61.218678,-149.899436,NAD83
24011,2100.26.338,1.99721E+12,1263,LUST,UAA - Arts Building,UAA,Anchorage,Anchorage,AK,99508,Cleanup Complete, IC Unit,UAA Facilities Campus & Services,Commercial/Retail/Office ,61.193029,-149.81326,NAD83
24016,2100.26.216,1.98921E+12,113,LUST,Postal Facility on Arctic Blvd (formerly),3719 (3737) Arctic Blvd.;,Anchorage,Anchorage,AK,99503,Cleanup Complete, No Longer Assigned,Herbert Lee - Transpacific Resources,Commercial/Retail/Office ,61.186366,-149.895227,WGS84
24134,2100.26.152,1.99121E+12,277,LUST,Baileys Rent-All,6871 Old Seward Hwy.; ,Anchorage,Anchorage,AK,99515,Cleanup Complete, No Longer Assigned,Dorthea and Allen Lovejoy,Commercial/Retail/Office ,61.158537,-149.863359,NAD83
24167,102.26.066,1.99031E+12,921,LUST,FMUS - Public Safety Bldg.,656 7th Avenue; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, IC Unit,Fairbanks Community Food Bank,Commercial/Retail/Office ,64.84137,-147.72122,
24267,2100.26.278,1.99921E+12,2668,LUST,Dryden Instruments,6436 Homer Drive,Anchorage,Anchorage,AK,99518,Cleanup Complete, No Longer Assigned,Homer Drive Offices,Commercial/Retail/Office ,61.162698,-149.855877,NAD83
24268,2100.26.076,1.99921E+12,2672,LUST,Petro Products Office,6401 Lake Otis Parkway,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Shoreside Petroleum Inc,Commercial/Retail/Office ,61.162298,-149.833677,NAD83
24348,102.26.088,1.99331E+12,1095,LUST,Auto Service Company,3285 South Cushman; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,"Auto Service Company,inc.",Commercial/Retail/Office ,64.81748,-147.7076,
24400,102.26.089,1.99331E+12,1096,LUST,FNSB - Old Main School,804  Cushman Street; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,FNSB - Fairbanks North Star Borough,Commercial/Retail/Office ,64.84013,-147.71835,
24475,175.38.001,1.99631E+12,1162,LUST,BLM Alaska Fire Service Central Station,Central ,Central,Yukon Koyukuk,AK,99730,Cleanup Complete, No Longer Assigned,Alaska Fire Service BLM,Commercial/Retail/Office ,65.57254,-144.803558,NAD83
24496,1513.26.007,1.99111E+12,1179,LUST,Alaska Marine Lines,100 Mt. Roberts Street Juneau Rock Dump,Juneau,Juneau,AK,99801,Cleanup Complete, No Longer Assigned,Alaska Marine Lines,Commercial/Retail/Office ,58.289701,-134.389895,WGS84
24499,1531.26.001,1.99111E+12,1180,LUST,Deharts Store - Auke Bay,11735 Glacier Highway,Juneau,Juneau,AK,99801,Cleanup Complete, No Longer Assigned,DeHart's LLC,Commercial/Retail/Office ,58.386024,-134.644634,WGS84
24525,1513.26.014,1.99411E+12,1206,LUST,Alaska Airlines - Juneau Cargo Building,1915 Alex Holden Way,Juneau,Juneau,AK,99801,Cleanup Complete, No Longer Assigned,Alaska Airlines,Commercial/Retail/Office ,58.359031,-134.587689,WGS84
24544,1508.26.006,1.99511E+12,1220,LUST,Mountain Market (formerly K&J Auto),Corner of Haines Cutoff Highway and Third Ave.,Haines,Haines,AK,99827,Cleanup Complete, No Longer Assigned,Mountain Corporation,Commercial/Retail/Office ,59.232943,-135.448558,WGS84
24601,1516.26.008,1.99613E+12,1318,LUST,Ketchikan Police Station,361 Main St,Ketchikan,Ketchikan Gateway,AK,99901,Cleanup Complete, No Longer Assigned,City of Ketchikan,Commercial/Retail/Office ,55.342871,-131.647761,WGS84
24627,130.26.014,1.99733E+12,1355,LUST,ADFG Tok Office,Center St,Tok,Southeast Fairbanks,AK,99780,Cleanup Complete, No Longer Assigned,Alaska Dept Of Fish & Game,Commercial/Retail/Office ,63.337367,-142.987695,NAD83
24794,1513.26.032,1.99811E+12,1707,LUST,"Alaska Federal Savings, Juneau",301 North Franklin,Juneau,Juneau,AK,99801,Cleanup Complete, No Longer Assigned,Alaska Federal Savings,Commercial/Retail/Office ,58.302133,-134.407669,WGS84
24893,2100.26.184,1.99821E+12,1883,LUST,PIP Printing,833 E. 4th Ave.,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Bramstedt/tatham Inv,Commercial/Retail/Office ,61.219195,-149.865228,
24918,1521.26.004,1.99212E+12,1985,LUST,Alaska Marine Lines - Lynden Transport - Petersburg,326 Mitkof Highway,Petersburg,Wrangell Petersburg,AK,99833,Cleanup Complete, No Longer Assigned,Alaska Marine Lines,Commercial/Retail/Office ,56.783162,-132.974296,NAD83
24939,2320.26.001,1.99723E+12,2011,LUST,FAA Kenai ARSR,Off of Borgen Avenue,Kenai,Kenai Peninsula,AK,99611,Cleanup Complete, No Longer Assigned,Federal Aviation Administration,Commercial/Retail/Office ,60.588995,-151.296889,WGS84
25058,1516.26.017,1.99713E+13,2284,LUST,Tatsudas Ward Cove Market,7196 N Tongas Hwy,Ketchikan,Ketchikan Gateway,AK,99901,Cleanup Complete, No Longer Assigned,"Tatsuda's Supermarket, Inc.",Commercial/Retail/Office ,55.410498,-131.722762,WGS84
25107,1516.26.019,1.99813E+12,2311,LUST,Yellow Taxi Sourdough Cab,P.O. Box 767 1531 Deermount,Ketchikan,Ketchikan Gateway,AK,99901,Cleanup Complete, No Longer Assigned,Fred Starbard/john T. Flora,Commercial/Retail/Office ,55.341661,-131.634535,WGS84
25122,2100.26.277,2.00021E+12,2482,LUST,Former New York Life Building,1400 West Benson Blvd.,Anchorage,Anchorage,AK,99516,Cleanup Complete, No Longer Assigned,Hoffman Commercial Mgt,Commercial/Retail/Office ,61.193989,-149.907365,
25128,2100.26.497,1.99321E+12,2542,LUST,Bradys Floor Covering,145 East 5th Avenue,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Bradys Floor Covering Inc.,Commercial/Retail/Office ,61.217786,-149.88162,WGS84
25135,2100.26.367,1.99721E+12,2548,LUST,MOA - Public Health Service,825 L Street,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Municipality of Anchorage,Commercial/Retail/Office ,61.21432,-149.903077,WGS84
25148,2100.38.156,1.99521E+12,2655,LUST,"Anchorage Roofing & Contractors., Inc.",10961 Lake Otis Parkway,Anchorage,Anchorage,AK,99516,Cleanup Complete, No Longer Assigned,Anchorage Roofing,Commercial/Retail/Office ,61.121623,-149.833246,NAD83
25169,2333.26.048,1.98823E+12,3046,LUST,Spenard Building Supply-Soldotna,44785 Funny River Road,Soldotna,Kenai Peninsula,AK,99669,Cleanup Complete, IC Unit,Spenard Builders Supply,Commercial/Retail/Office ,60.474,-151.0823,NAD83
25170,2320.26.033,1.98823E+12,3045,LUST,Spenard Building Supply-North Kenai,13936 Kenai Spur Highway,Kenai,Kenai Peninsula,AK,99611,Cleanup Complete, No Longer Assigned,Spenard Builders Supply,Commercial/Retail/Office ,60.575141,-151.312553,WGS84
25190,2100.26.556,,,LUST,MOA Museum of History and Art Annex,121 West 7th Avenue,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Municipality of Anchorage - Museum at Rasmuson Center,Commercial/Retail/Office ,61.216158,-149.885176,WGS84
25249,2100.26.558,,,LUST,Greer Tank Yard - USTs,2921 West International Airport Road,Anchorage,Anchorage,AK,99502,Cleanup Complete, No Longer Assigned,Greer Tank Incorporated,Commercial/Retail/Office ,61.174212,-149.939239,NAD83
25319,1538.26.003,,,Both,Douglas Island Center Building,802 3rd Street,Douglas,Juneau,AK,99824,Cleanup Complete, No Longer Assigned,Alaska Dept. of Admin. DGS-General Services- Juneau,Commercial/Retail/Office ,58.27633,-134.39287,WGS84
25340,102.26.168,,,LUST,FNSB - Administrative Building,809 Pioneer Road,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,FNSB - Fairbanks North Star Borough,Commercial/Retail/Office ,64.844972,-147.725168,WGS84
