Source:,http://dec.alaska.gov/Applications/SPAR/PublicMVC/CSP/Search Records.csv,,,,,,,,,,,,,,,,
Hazard ID,File ID,Archived Record Key,LUST Event ID,CS or LUST,Site Name,Address,City,Borough,State,Zip Code,Status,Staff,Landowner,Site Type,Latitude,Longitude,Horizontal Datum
24175,100.26.020,1.99031E+12,926,LUST,OK Lumber #2,651 Rohloff Street,Fairbanks,Fairbanks North Star,AK,99712,Cleanup Complete, No Longer Assigned,O.K. Lumber Co. Inc.,Unknown,64.88887,-147.63063,
24176,140.26.002,1.99031E+12,927,LUST,Canyon Creek Radio Site,Milepost 302; Richardson Highway,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,"AT&T, Inc.",Unknown,64.30288,-146.54812,
24177,108.26.010,199031X015702,928,LUST,Fort Wainwright - Bldg 4057,N of Gaffney nr Main Gate; ,Fort Wainwright,Fairbanks North Star,AK,99703,Cleanup Complete, No Longer Assigned,US Army Directorate of Public Works,Unknown,64.83196,-147.685887,NAD83
24178,108.26.020,199031X015703,929,LUST,Fort Wainwright - Bldg 3485 UST 321,Off Luzon Avenue; ,Fort Wainwright,Fairbanks North Star,AK,99703,Cleanup Complete, No Longer Assigned,US Army Directorate of Public Works,Unknown,64.81795,-147.61291,
24179,108.26.011,199031X015701,930,LUST,Fort Wainwright - Bldg 5004,; ,Fort Wainwright,Fairbanks North Star,AK,99703,Cleanup Complete, No Longer Assigned,US Army Directorate of Public Works,Unknown,64.812092,-147.57328,NAD83
24180,180.26.001,1.99031E+12,931,LUST,Manley Power Plant,; ,Manley Hot Spgs,Yukon Koyukuk,AK,99756,Cleanup Complete, No Longer Assigned,United Utilities Inc.,Unknown,64.9984,-150.63745,NAD83
24181,102.26.062,1.99031E+12,932,LUST,FMUS - Pump Station #2,800 Lacey St.; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Golden Heart Utility,Unknown,64.84071,-147.71307,
24183,108.26.022,199031X017001,934,LUST,Fort Wainwright - Bldg 3479 Vehical Maint.,Luzon Ave.; ,Fort Wainwright,Fairbanks North Star,AK,99703,Cleanup Complete, No Longer Assigned,US Army Directorate of Public Works,Unknown,64.821106,-147.625244,NAD27
24184,2100.26.036.19,1.99221E+12,1462,LUST,Lake Hood Tie Down 134,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Martin S. Ondra,Unknown,61.176796,-149.944502,
24185,2100.26.036.19,1.99221E+12,1464,LUST,Lake Hood Tie Down 152,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,K. Olin Rude,Unknown,61.178282,-149.941291,
24186,2100.26.036.19,1.99221E+12,1466,LUST,Lake Hood Tie Down 158,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Robert K. Snider,Unknown,61.181148,-149.948387,
24187,2100.26.036.19,1.99221E+12,1468,LUST,Lake Hood Tie Down 164,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,James Hopkins,Unknown,61.181034,-149.949969,
24188,2100.26.036.19,1.99221E+12,1470,LUST,Lake Hood Tie Down 175,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,"Carl I. Andreson, Thomas Gittins",Unknown,61.180791,-149.952292,
24189,102.26.059,1.99031E+12,935,LUST,FMUS - Pump Station #6,Moore St. & Hilton St.; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,City of Fairbanks,Unknown,64.83872,-147.76695,
24190,102.26.067,1.99031E+12,936,LUST,FMUS - Firewell #2,5th Ave. & Barnette St.; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,City of Fairbanks,Unknown,64.84232,-147.72271,
24191,102.26.082,1.99031E+12,937,LUST,FMUS - Pump Station #3,1500 Hilton; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,City of Fairbanks,Unknown,64.83848,-147.74657,
24192,102.26.060,1.99031E+12,938,LUST,FMUS - Pump Station #5,17th Ave. & Stacia St.;,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,City of Fairbanks,Unknown,64.83201,-147.71548,
24193,100.26.004,1.99031E+12,939,LUST,Harding Lake Micro Repeater,Rich. Hwy. Milepost 322; Richardson Highway,Salcha,Fairbanks North Star,AK,99714,Cleanup Complete, No Longer Assigned,"AT&T, Inc.",Unknown,64.41033,-146.95622,
24194,100.26.018,1.99031E+12,940,LUST,UAF - Poker Flat Research Range,32 Mile Steese Hwy; ,Fairbanks,Fairbanks North Star,AK,99709,Cleanup Complete, No Longer Assigned,"Geophysical Institute, UAF",Unknown,65.12639,-147.48584,
24195,102.26.061,1.99031E+12,941,LUST,FMUS - Pump Station #4,Slater Dr. & Church; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,City of Fairbanks,Unknown,64.84857,-147.71491,
24197,102.26.068,1.99031E+12,943,LUST,FMUS - Firewell #1,638 2nd Avenue; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,City of Fairbanks,Unknown,64.84373,-147.71996,
24198,2106.26.011,2.00021E+12,2628,LUST,Aviation North Al Hand Birchwood Airport Lot 19 Block 100,Birchwood Airport,Chugiak,Anchorage,AK,99567,Cleanup Complete, No Longer Assigned,Al Hand,Unknown,61.418598,-149.497877,NAD83
24202,102.26.104,1.99031E+12,944,LUST,FMUS - Water Treatment Plant PS #1,1304 1st Avenue,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Golden Heart Utility,Unknown,64.84846,-147.73404,
24203,100.26.019,1.99031E+12,945,LUST,Telephone Utilities of Northland,3120 Badger Road; ,North Pole,Fairbanks North Star,AK,99705,Cleanup Complete, No Longer Assigned,PTI  Communications,Unknown,64.77018,-147.3462,
24204,108.26.004,199031X019701,946,LUST,Fort Wainwright - Bldg 1543,; ,Fort Wainwright,Fairbanks North Star,AK,99703,Cleanup Complete, No Longer Assigned,US Army Directorate of Public Works,Unknown,64.840751,-147.599643,NAD83
24205,102.26.017,1.99031E+12,947,LUST,Craig Taylor Equipment,1733 Well Street; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Craig Taylor Equipment Company,Unknown,64.8501,-147.7395,
24206,150.26.009,1.99031E+12,948,LUST,Clear Micro Repeater,"Parks Hwy.  Milepost 285; Parks Hwy ( Near Clear, AK)",Clear,Yukon Koyukuk,AK,99704,Cleanup Complete, No Longer Assigned,"AT&T, Inc.",Unknown,64.296672,-149.092128,NAD83
24207,102.26.097,1.99031E+12,949,LUST,Hertz Rent A Car,1330 Stacia; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,"Fairbanks U-drive, Inc.",Unknown,64.837,-147.71702,
24208,102.26.026,1.99031E+12,950,LUST,Big Three Lincoln,2200 Van Horn Road; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,"Big Three Lincoln Alaska, Inc.",Unknown,64.81398,-147.76924,
24209,108.26.023,199031X021802,951,LUST,Fort Wainwright - Mt Cristal Soil Pile (RFA S-16),Southeast of Power Plant; ,Fort Wainwright,Fairbanks North Star,AK,99703,Cleanup Complete, No Longer Assigned,US Army Directorate of Public Works,Unknown,64.821106,-147.625244,NAD27
24210,108.26.006,199031X021832,952,LUST,Fort Wainwright - Bldg 2111 T-254 thru T-257 Site 3,Txway Arstp W of Bld 2111; ,Fort Wainwright,Fairbanks North Star,AK,99703,Cleanup Complete, No Longer Assigned,US Army Directorate of Public Works,Unknown,64.833161,-147.623703,NAD83
24211,2100.26.036.19,1.99221E+12,1476,LUST,Lake Hood Tie Down 406,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Jerry H. Olson,Unknown,61.181753,-149.957054,
24212,2100.26.036.19,1.99221E+12,1478,LUST,Lake Hood Tie Down 411,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Coowan Properties,Unknown,61.182586,-149.956981,
24213,2100.26.036.19,1.99221E+12,1480,LUST,Lake Hood Tie Down 424,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Ted Darby,Unknown,61.181252,-149.958796,
24214,2100.26.036.19,1.99221E+12,1482,LUST,Lake Hood Tie Down 510,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Roland Stickney,Unknown,61.182487,-149.958782,
24215,2100.26.036.19,1.99221E+12,1486,LUST,Lake Hood Tie Down 608,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,James C. Dixon,Unknown,61.182471,-149.960823,
24217,108.26.017,199031X021829,953,LUST,Fort Wainwright - Bldg 3481 (RFA S-11),W. of Luzon; ,Fort Wainwright,Fairbanks North Star,AK,99703,Cleanup Complete, No Longer Assigned,US Army Directorate of Public Works,Unknown,64.818261,-147.617158,NAD83
24218,108.26.002,199031X021807,954,LUST,Fort Wainwright - Abandoned Birch Hill Tanks SP-7,Birch Hill Road; East of Ski Lodge,Fort Wainwright,Fairbanks North Star,AK,99703,Cleanup Complete, No Longer Assigned,US Army Directorate of Public Works,Unknown,64.859282,-147.576045,NAD83
24220,102.26.024,1.99031E+12,956,LUST,"K & L Distributors, Inc.",945 Elizabeth St.; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,K & L Distributors Inc.,Unknown,64.85363,-147.76532,
24221,102.26.018,1.99031E+12,957,LUST,Petrolane Gas Service,2250 South Cushman; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Amerigas Petrolane L.P.,Unknown,64.82681,-147.71186,
24223,102.26.105,1.99031E+12,959,LUST,ARRC - Fairbanks Railroad Car Shop,RR Industrial Area; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Alaska Railroad Corporation ARRC,Unknown,64.84886,-147.74403,
24225,2100.26.036.19,1.99221E+12,1490,LUST,Lake Hood Tie Down 709,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Don Frantz,Unknown,61.182954,-149.96262,
24226,2100.26.036.19,1.99221E+12,1492,LUST,Lake Hood Tie Down 801,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Jerry Bloomfield,Unknown,61.181984,-149.965143,
24227,130.26.011,1.99533E+12,1283,LUST,Willards Auto Electric and Gas,Mile 1313 Alaska Hwy,Tok,Southeast Fairbanks,AK,99780,Cleanup Complete, No Longer Assigned,Willard F. Grammont,Unknown,63.333597,-142.955715,NAD83
24231,108.26.014,199031X025901,963,LUST,Fort Wainwright - Bldg 3425  UST 323,E. of Luzon Ave.; ,Fort Wainwright,Fairbanks North Star,AK,99703,Cleanup Complete, No Longer Assigned,US Army Directorate of Public Works,Unknown,64.823711,-147.615682,NAD83
24232,102.26.081,1.99031E+12,964,LUST,FMUS - Sewer Lift Station #4,624 Fifth Avenue; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,City of Fairbanks,Unknown,64.84222,-147.71963,
24233,102.26.025,1.99031E+12,965,LUST,Tundra Tours,3350 Industrial Avenue; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,"Tundra Tours, Inc.",Unknown,64.81537,-147.75176,
24235,150.26.005,1.99031E+12,967,LUST,ARRC - Healy RR Section,Along Railroad Tracks; ,Healy,Yukon Koyukuk,AK,99743,Cleanup Complete, No Longer Assigned,Alaska Railroad Corporation ARRC,Unknown,63.85778,-148.9664,
24237,102.26.022,1.99031E+12,969,LUST,USFWS - Office,1412 Airport Way; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,US Fish & Wildlife Service,Unknown,64.83759,-147.7456,
24240,2100.26.036.19,1.99121E+12,1421,LUST,Lake Hood Tie Down 810,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Wildman Lake Lodge Inc.,Unknown,61.183178,-149.964557,
24241,2100.26.036.19,1.99221E+12,1423,LUST,Lake Hood Tie Down 805,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Richard C. Lathrop,Unknown,61.18251,-149.964883,
24242,102.26.023,1.99031E+12,971,LUST,Fairbanks Daily News Miner,200 N Cushman Street; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,"Fairbanks Daily News-Miner, Inc.",Unknown,64.846356,-147.720331,NAD27
24243,107.26.009,199031X033801,972,LUST,Eielson AFB - Bldg 2318,"2258 Central Ave, Suite 1",Eielson AFB,Fairbanks North Star,AK,99702,Cleanup Complete, No Longer Assigned,354 CES/CC,Unknown,64.67028,-147.0789,
24248,100.26.050,1.99131E+12,977,LUST,Parks Highway Truck Stop - Industrial & Commercial Construction,3025 Parks Highway,Ester,Fairbanks North Star,AK,99725,Cleanup Complete, No Longer Assigned,Valley Marketers,Unknown,64.84581,-147.9476,
24249,150.26.007,1.99131E+12,978,LUST,Tesoro - Tsesyu -Parks Hwy.,Mile 210 Parks Hwy; Denali Hwy,Cantwell,Yukon Koyukuk,AK,99729,Cleanup Complete, No Longer Assigned,Ron & Ed Hull,Unknown,63.389897,-148.903642,NAD83
24251,2100.26.036.19,1.99221E+12,1425,LUST,Lake Hood Tie Down 813,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Harry Pederson,Unknown,61.183708,-149.964288,
24252,2100.26.036.19,1.99221E+12,1427,LUST,Lake Hood Tie Down 4,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,"Wells-Fargo Bank, NA",Unknown,61.18345,-149.96827,
24254,102.26.042,1.99131E+12,1013,LUST,Adak Avenue Residence,32 Adak Avenue; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Key Bank Of Alaska,Unknown,64.84986,-147.68816,
24256,860.26.002,199131X010501,980,LUST,Galena AFS/Airport,Galena,Galena,Yukon Koyukuk,AK,99741,Cleanup Complete, No Longer Assigned,611 CES/CC  Elmendorf AFB,Unknown,64.739974,-156.956982,NAD83
24261,100.26.029,1.99131E+12,985,LUST,USFWS - Fairbanks Airport Hangar,"FIA, West Ramp; Fairbanks Interntional",Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,US Fish & Wildlife Service,Unknown,64.82361,-147.85205,
24265,102.26.033,1.99131E+12,990,LUST,"The Office Place, Inc.",116 Minnie Street; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,C D & E Company,Unknown,64.84973,-147.70458,
24269,102.26.032,1.99131E+12,991,LUST,"Sig Wold Storage & Transfer, Inc.",1301 Well Street,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Sig Wold Storage & Transfer Inc,Unknown,64.84967,-147.72914,
24270,102.26.038,1.99131E+12,992,LUST,AKANG - Shop- Alaska Army National Guard Armory,202 Wein Street; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Alaska Army National Guard Attn AKNG ARE,Unknown,64.84221,-147.7511,
24273,102.26.048,1.99131E+12,995,LUST,"Lynden Transport, Inc.",3001 Peger Road; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Lynden Transport Inc.,Unknown,64.81839,-147.77447,
24274,102.26.030,1.99131E+12,996,LUST,Sophie Plaza Apartments,1721 University Ave.,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Jl Properties,Unknown,64.83257,-147.80903,
24277,740.26.001,199131X024803,998,LUST,Fort Yukon - LRRS - (.26)  (SS06),; ,Fort Yukon,Yukon Koyukuk,AK,99740,Cleanup Complete, No Longer Assigned,611 CES/CC  Elmendorf AFB,Unknown,66.564697,-145.273804,NAD27
24278,102.26.036,1.99131E+12,999,LUST,Chris Berg Incorporated.,2888 Van Horn Road; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,City Of Aniak,Unknown,64.81411,-147.78322,
24279,2100.26.036.19,1.99221E+12,1431,LUST,Lake Hood Tie Down 17,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Gary A. Olsen,Unknown,61.185092,-149.967095,
24280,2100.26.036.19,1.99221E+12,1433,LUST,Lake Hood Tie Down 24,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Ed Sharpe,Unknown,61.186004,-149.966412,
24281,2100.26.036.19,1.99221E+12,1435,LUST,Lake Hood Tie Down 34,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Roger Connolly,Unknown,61.187294,-149.967645,
24282,2100.26.036.19,1.99221E+12,1437,LUST,Lake Hood Tie Down 39,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,M. Rodger Borer,Unknown,61.186762,-149.96839,
24283,100.26.064,1.99231E+12,1042,LUST,FIA - East Ramp Lot 101 Blk 11F,"FIA, East Ramp; ",Fairbanks,Fairbanks North Star,AK,99706,Cleanup Complete, No Longer Assigned,Glen M. Wilcox,Unknown,64.81467,-147.841453,NAD83
24285,100.26.036,1.99131E+12,1001,LUST,Kenai Supply Company,3001 Peger Road; (address changed to 3000 Peger by FNSB),Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Pers & Fdic,Unknown,64.82023,-147.77713,
24287,100.26.035,1.99131E+12,1004,LUST,ADNR - Facility,3700 Airport; ,Fairbanks,Fairbanks North Star,AK,99709,Cleanup Complete, No Longer Assigned,State Of Alaska - Dept. Of Natural Resources,Unknown,64.83939,-147.81485,
24288,102.26.037,1.99131E+12,1005,LUST,"Matrix Jewelers, Former",208 Wendell Ave.; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,American Legion D.H.Baker Post11,Unknown,64.84589,-147.70896,
24290,100.26.052,1.99131E+12,1007,LUST,Arctic Slope Consulting Group,3801 South Cushman; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,"Arctic Slope Consulting Group, I",Unknown,64.81154,-147.70646,
24294,102.26.079,1.99231E+12,1057,LUST,FNSB - Lathrop High School,Lathrop St.; ,Fairbanks,Fairbanks North Star,AK,99707,Cleanup Complete, No Longer Assigned,FNSB - Fairbanks North Star Borough,Unknown,64.83633,-147.73021,
24296,2100.26.036.19,1.99221E+12,1449,LUST,Lake Hood Tie Down 81,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Howard J. OR Carol J. Hunt,Unknown,61.179063,-149.973915,
24297,2100.26.036.19,1.99221E+12,1461,LUST,Lake Hood Tie Down 122,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Dennis & Chris Branham,Unknown,61.175953,-149.947709,
24298,2100.26.036.19,1.99221E+12,1439,LUST,Lake Hood Tie Down 46,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Burt Bomhoff,Unknown,61.185929,-149.968494,
24302,100.26.056,1.99131E+12,1015,LUST,Alascom - Pedro Dome Relay Station,10 mile Steese Hwy.; 10 miles in acess rd.,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,"Mammoth Of Alaska, Inc.",Unknown,65.03371,-147.49976,
24305,100.26.098,1.99231E+12,1019,LUST,FNSB - Chena Lakes Recreation Area,3780 Lawrence Road; ,North Pole,Fairbanks North Star,AK,99705,Cleanup Complete, No Longer Assigned,FNSB - Fairbanks North Star Borough,Unknown,64.758308,-147.217408,NAD27
24306,102.26.044,1.99231E+12,1020,LUST,Fairbanks Motors,3775 South Cushman; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Fairbanks Motors Inc.,Unknown,64.8121,-147.70709,
24307,100.26.049,1.99231E+12,1021,LUST,Brown and Root,4561 Old Airport Road; ,Fairbanks,Fairbanks North Star,AK,99709,Cleanup Complete, No Longer Assigned,"Brown & Root, Inc.",Unknown,64.8352,-147.82008,
24309,150.26.008,1.99231E+12,1023,LUST,Matanuska Telephone Association,Downtown Healy,Healy,Yukon Koyukuk,AK,99743,Cleanup Complete, No Longer Assigned,"Matanuska Telephone Association, Inc.",Unknown,63.85778,-148.9664,
24311,107.26.004,199231X006601,1025,LUST,Eielson AFB - Hangar - Building 1348,; ,Eielson AFB,Fairbanks North Star,AK,99702,Cleanup Complete, No Longer Assigned,354 CES/CC,Unknown,64.651343,-147.064893,NAD83
24313,2100.26.036.19,1.99221E+12,1443,LUST,Lake Hood Tie Down 64,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,James D. Simmons,Unknown,61.185172,-149.973986,
24315,2100.26.036.19,1.99221E+12,1447,LUST,Lake Hood Tie Down 77,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Allen S. Barnett,Unknown,61.179529,-149.974858,
24316,2100.26.036.19,1.99121E+12,1404,LUST,Lake Hood Tie Down 518,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Richard A. Guthrie,Unknown,61.182265,-149.960338,
24317,2100.26.036.19,1.99121E+12,1406,LUST,Lake Hood Tie Down 601,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Fred W Kenley,Unknown,61.181537,-149.96128,
24318,107.26.005,199231X006604,1026,LUST,Eielson AFB - Bldg 1340,"2258 Central Ave, Suite 1",Eielson AFB,Fairbanks North Star,AK,99702,Cleanup Complete, No Longer Assigned,354 CES/CC,Unknown,64.650762,-147.058821,NAD83
24319,107.26.006,199231X006602,1027,LUST,Eielson AFB - Hanger - Building 1344 Area #2,; ,Eielson AFB,Fairbanks North Star,AK,99702,Cleanup Complete, No Longer Assigned,354 CES/CC,Unknown,64.650986,-147.060182,NAD83
24322,100.26.016,1.99231E+12,1031,LUST,FIA - Williams Airport Facility,Fairbanks Int. Airport; West RampCurrent lesee: Flint Hills,Fairbanks,Fairbanks North Star,AK,99709,Cleanup Complete, No Longer Assigned,"Holiday Alaska, Inc",Unknown,64.81149,-147.88227,
24324,100.26.150,1.99231E+12,1034,LUST,"Chena Goldstream Fire & Rescue, #1",3210 Murphy Dome Road; 1.5 Mile Murphy Dome Road,Fairbanks,Fairbanks North Star,AK,99709,Cleanup Complete, No Longer Assigned,Chena-goldstream Fire & Rescue,Unknown,64.92541,-147.97093,
24325,100.26.151,1.99231E+12,1035,LUST,"Chena Goldstream Fire & Rescue, #2",716 Chena Ridge Road; ,Fairbanks,Fairbanks North Star,AK,99708,Cleanup Complete, No Longer Assigned,Chena-goldstream Fire & Rescue,Unknown,64.83527,-147.93344,
24326,102.26.051,1.99231E+12,1036,LUST,Chevron - Totem,768 Gaffney; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,"Totem Services, Inc.",Unknown,64.83789,-147.72291,
24332,2100.26.036.19,1.99221E+12,1455,LUST,Lake Hood Tie Down 95,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,William F Thomas,Unknown,61.17812,-149.953641,
24334,2100.26.036.19,1.99221E+12,1459,LUST,Lake Hood Tie Down 110,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,Bill M. Holliday,Unknown,61.17641,-149.951366,
24336,100.26.054,1.99231E+12,1041,LUST,Alaska West Express,1095 Sanduri Road; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Alaska West Express,Unknown,64.80458,-147.73116,
24340,102.26.056,1.99231E+12,1046,LUST,"Carlile Enterprises, Inc.",Aurora Drive; 900 Aurora Drive,Fairbanks,Fairbanks North Star,AK,99707,Cleanup Complete, No Longer Assigned,Carlile Enterprises Inc.,Unknown,64.85297,-147.76054,
24341,100.26.061,1.99231E+12,1047,LUST,North Pole Police Department,Second & Carey Streets; ,North Pole,Fairbanks North Star,AK,99705,Cleanup Complete, No Longer Assigned,City Of North Pole,Unknown,64.75529,-147.3492,
24342,100.26.125,1.99231E+12,1048,LUST,HillTop Truckstop,5.5 Mile Elliot Hwy.; P.O. Box 70890,Fairbanks,Fairbanks North Star,AK,99707,Cleanup Complete, No Longer Assigned,"Petro Star, Inc.",Unknown,65.024682,-147.649992,NAD27
24344,100.26.059,1.99231E+12,1050,LUST,Corks Pitstop,12 Mile Richardson Hwy.; ,North Pole,Fairbanks North Star,AK,99705,Cleanup Complete, No Longer Assigned,"Mika Enterprises, Inc",Unknown,64.76718,-147.39958,
24345,890.38.014,1.99231E+12,1051,LUST,FAA - Bettles Airport UST# 46-C-1 Pumphouse,Pumphouse,Bettles,Yukon Koyukuk,AK,99726,Cleanup Complete, No Longer Assigned,Federal Aviation Administration,Unknown,66.90693,-151.6831,
24351,108.26.009,199231X026001,1055,LUST,Fort Wainwright - Bldg 1546 BLM Aircraft Fuel Site 2,W. of 1543; ,Fort Wainwright,Fairbanks North Star,AK,99703,Cleanup Complete, No Longer Assigned,US Army Directorate of Public Works,Unknown,64.84072,-147.59902,
24352,100.26.062,1.99231E+12,1056,LUST,Western Mechanical,2225 Van Horn Road; ,Fairbanks,Fairbanks North Star,AK,99706,Cleanup Complete, No Longer Assigned,James A. Desmond,Unknown,64.81265,-147.77117,
24353,100.26.063,1.99231E+12,1058,LUST,FMUS - Wastewater Plant UST #1 & 2,4747 Peger Rd.; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Golden Heart Utility,Unknown,64.80418,-147.7717,
24355,107.26.003,199231X029401,1061,LUST,Eielson AFB - Bldg 2375 T-98 R,"2258 Central Ave, Suite 1",Eielson AFB,Fairbanks North Star,AK,99702,Cleanup Complete, No Longer Assigned,354 CES/CC,Unknown,64.6852,-147.0971,NAD83
24356,107.26.007,199231X029402,1062,LUST,Eielson AFB - Bldg 1437 T-180 R,"2258 Central Ave, Suite 1",Eielson AFB,Fairbanks North Star,AK,99702,Cleanup Complete, No Longer Assigned,354 CES/CC,Unknown,64.67028,-147.0789,
24357,102.26.058,1.99231E+12,1063,LUST,Tesoro Northstore #117,223 Illinois Street; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,Tesoro Refining and Marketing Company,Unknown,64.8474,-147.71778,NAD27
24358,108.26.016,199231X033601,1065,LUST,Fort Wainwright - Contaminated Soil Stockpile,; ,Fort Wainwright,Fairbanks North Star,AK,99703,Cleanup Complete, No Longer Assigned,US Army Directorate of Public Works,Unknown,64.84072,-147.59902,
24359,220.26.002,1.99231E+12,1066,LUST,"NPS Denali NP, C-Camp Auto Shop",Denali National Park; ,Denali Park,Yukon Koyukuk,AK,99755,Cleanup Complete, No Longer Assigned,"Department of the Interior, National Park Service",Unknown,63.724744,-148.958401,WGS84
24361,2100.26.036.19,1.99121E+12,1402,LUST,Lake Hood Tie Down 512,Lake Hood,Anchorage,Anchorage,AK,99501,Cleanup Complete, No Longer Assigned,C. J. Little,Unknown,61.182838,-149.959178,
24367,102.26.063,1.99231E+12,1070,LUST,Chevron - Goldpanner Service Station,809  Cushman Street; ,Fairbanks,Fairbanks North Star,AK,99701,Cleanup Complete, No Longer Assigned,"Goldpanner Service, Inc.",Unknown,64.84011,-147.7167,
